,id,origin,entity,category
193864,5482676,Trabajando.cl,java,programming language
193865,5482676,Trabajando.cl,spring boot,programming language
193931,5482571,Trabajando.cl,fishtalk,programming language
193939,5482546,Trabajando.cl,python,programming language
193940,5482546,Trabajando.cl,sql,programming language
193949,5482538,Trabajando.cl,visual basic,programming language
193980,5482523,Trabajando.cl,python,programming language
193981,5482523,Trabajando.cl,r,programming language
194023,5482404,Trabajando.cl,typescript,programming language
194035,5482404,Trabajando.cl,javascript,programming language
194083,5482367,Trabajando.cl,react,programming language
194084,5482367,Trabajando.cl,scala,programming language
194085,5482367,Trabajando.cl,ios,programming language
194086,5482367,Trabajando.cl,android,programming language
194087,5482367,Trabajando.cl,java,programming language
194088,5482367,Trabajando.cl,akka,programming language
194133,5482302,Trabajando.cl,azure,certification
194133,5482302,Trabajando.cl,aws fundamentals,certification
194248,5465317,Trabajando.cl,oracle,programming language
194265,5460969,Trabajando.cl,java,programming language
194298,5452191,Trabajando.cl,javascript,programming language
194334,1115794900,Laborum,c#,programming language
194342,1115794687,Laborum,javascript,programming language
194343,1115794687,Laborum,react,programming language
194852,1115794248,Laborum,ruby,programming language
194853,1115794248,Laborum,python,programming language
194854,1115794248,Laborum,golang,programming language
194875,1115794248,Laborum,ruby,programming language
194876,1115794248,Laborum,python,programming language
194877,1115794248,Laborum,golang,programming language
194898,1115794248,Laborum,ruby,programming language
194899,1115794248,Laborum,python,programming language
194900,1115794248,Laborum,golang,programming language
194921,1115794248,Laborum,ruby,programming language
194922,1115794248,Laborum,python,programming language
194923,1115794248,Laborum,golang,programming language
194944,1115794248,Laborum,ruby,programming language
194945,1115794248,Laborum,python,programming language
194946,1115794248,Laborum,golang,programming language
194967,1115794248,Laborum,ruby,programming language
194968,1115794248,Laborum,python,programming language
194969,1115794248,Laborum,golang,programming language
194990,1115794248,Laborum,ruby,programming language
194991,1115794248,Laborum,python,programming language
194992,1115794248,Laborum,golang,programming language
195013,1115794248,Laborum,ruby,programming language
195014,1115794248,Laborum,python,programming language
195015,1115794248,Laborum,golang,programming language
195036,1115794248,Laborum,ruby,programming language
195037,1115794248,Laborum,python,programming language
195038,1115794248,Laborum,golang,programming language
195059,1115794248,Laborum,ruby,programming language
195060,1115794248,Laborum,python,programming language
195061,1115794248,Laborum,golang,programming language
195082,1115794248,Laborum,ruby,programming language
195083,1115794248,Laborum,python,programming language
195084,1115794248,Laborum,golang,programming language
195105,1115794248,Laborum,ruby,programming language
195106,1115794248,Laborum,python,programming language
195107,1115794248,Laborum,golang,programming language
195128,1115794248,Laborum,ruby,programming language
195129,1115794248,Laborum,python,programming language
195130,1115794248,Laborum,golang,programming language
195151,1115794248,Laborum,ruby,programming language
195152,1115794248,Laborum,python,programming language
195153,1115794248,Laborum,golang,programming language
195174,1115794248,Laborum,ruby,programming language
195175,1115794248,Laborum,python,programming language
195176,1115794248,Laborum,golang,programming language
195197,1115794248,Laborum,ruby,programming language
195198,1115794248,Laborum,python,programming language
195199,1115794248,Laborum,golang,programming language
195232,40466,GetOnBoard,typescript,programming language
195233,40466,GetOnBoard,nodejs,programming language
195234,40466,GetOnBoard,angular.js,programming language
195265,40466,GetOnBoard,typescript,programming language
195266,40466,GetOnBoard,nodejs,programming language
195267,40466,GetOnBoard,angular.js,programming language
195298,40466,GetOnBoard,typescript,programming language
195299,40466,GetOnBoard,nodejs,programming language
195300,40466,GetOnBoard,angular.js,programming language
195331,40466,GetOnBoard,typescript,programming language
195332,40466,GetOnBoard,nodejs,programming language
195333,40466,GetOnBoard,angular.js,programming language
195364,40466,GetOnBoard,typescript,programming language
195365,40466,GetOnBoard,nodejs,programming language
195366,40466,GetOnBoard,angular.js,programming language
195397,40466,GetOnBoard,typescript,programming language
195398,40466,GetOnBoard,nodejs,programming language
195399,40466,GetOnBoard,angular.js,programming language
195430,40466,GetOnBoard,typescript,programming language
195431,40466,GetOnBoard,nodejs,programming language
195432,40466,GetOnBoard,angular.js,programming language
195463,40466,GetOnBoard,typescript,programming language
195464,40466,GetOnBoard,nodejs,programming language
195465,40466,GetOnBoard,angular.js,programming language
195496,40466,GetOnBoard,typescript,programming language
195497,40466,GetOnBoard,nodejs,programming language
195498,40466,GetOnBoard,angular.js,programming language
195529,40466,GetOnBoard,typescript,programming language
195530,40466,GetOnBoard,nodejs,programming language
195531,40466,GetOnBoard,angular.js,programming language
195562,40466,GetOnBoard,typescript,programming language
195563,40466,GetOnBoard,nodejs,programming language
195564,40466,GetOnBoard,angular.js,programming language
195595,40466,GetOnBoard,typescript,programming language
195596,40466,GetOnBoard,nodejs,programming language
195597,40466,GetOnBoard,angular.js,programming language
195628,40466,GetOnBoard,typescript,programming language
195629,40466,GetOnBoard,nodejs,programming language
195630,40466,GetOnBoard,angular.js,programming language
195661,40466,GetOnBoard,typescript,programming language
195662,40466,GetOnBoard,nodejs,programming language
195663,40466,GetOnBoard,angular.js,programming language
195694,40466,GetOnBoard,typescript,programming language
195695,40466,GetOnBoard,nodejs,programming language
195696,40466,GetOnBoard,angular.js,programming language
195727,40466,GetOnBoard,typescript,programming language
195728,40466,GetOnBoard,nodejs,programming language
195729,40466,GetOnBoard,angular.js,programming language
195760,1115794165,Laborum,go language,programming language
195783,1115794165,Laborum,go language,programming language
195806,1115794165,Laborum,go language,programming language
195829,1115794165,Laborum,go language,programming language
195852,1115794165,Laborum,go language,programming language
195875,1115794165,Laborum,go language,programming language
195898,1115794165,Laborum,go language,programming language
195921,1115794165,Laborum,go language,programming language
195944,1115794165,Laborum,go language,programming language
195967,1115794165,Laborum,go language,programming language
195990,1115794165,Laborum,go language,programming language
196013,1115794165,Laborum,go language,programming language
196036,1115794165,Laborum,go language,programming language
196059,1115794165,Laborum,go language,programming language
196082,1115794165,Laborum,go language,programming language
196105,1115794165,Laborum,go language,programming language
196130,1115794164,Laborum,go lang,programming language
196151,1115794164,Laborum,go lang,programming language
196172,1115794164,Laborum,go lang,programming language
196193,1115794164,Laborum,go lang,programming language
196214,1115794164,Laborum,go lang,programming language
196235,1115794164,Laborum,go lang,programming language
196256,1115794164,Laborum,go lang,programming language
196277,1115794164,Laborum,go lang,programming language
196298,1115794164,Laborum,go lang,programming language
196319,1115794164,Laborum,go lang,programming language
196340,1115794164,Laborum,go lang,programming language
196361,1115794164,Laborum,go lang,programming language
196382,1115794164,Laborum,go lang,programming language
196403,1115794164,Laborum,go lang,programming language
196424,1115794164,Laborum,go lang,programming language
196445,1115794164,Laborum,go lang,programming language
196465,1115793789,Laborum,java,programming language
196466,1115793789,Laborum,python,programming language
196467,1115793789,Laborum,php,programming language
196468,1115793789,Laborum,c#,programming language
196469,1115793789,Laborum,vb.net,programming language
196470,1115793789,Laborum,html,programming language
196471,1115793789,Laborum,css,programming language
196472,1115793789,Laborum,javascript,programming language
196473,1115793789,Laborum,nodejs,programming language
196517,40463,GetOnBoard,javascript,programming language
196523,40463,GetOnBoard,nodejs,programming language
196523,40463,GetOnBoard,java,programming language
196523,40463,GetOnBoard,c#,programming language
196550,40463,GetOnBoard,javascript,programming language
196556,40463,GetOnBoard,nodejs,programming language
196556,40463,GetOnBoard,java,programming language
196556,40463,GetOnBoard,c#,programming language
196583,40463,GetOnBoard,javascript,programming language
196589,40463,GetOnBoard,nodejs,programming language
196589,40463,GetOnBoard,java,programming language
196589,40463,GetOnBoard,c#,programming language
196616,40463,GetOnBoard,javascript,programming language
196622,40463,GetOnBoard,nodejs,programming language
196622,40463,GetOnBoard,java,programming language
196622,40463,GetOnBoard,c#,programming language
196649,40463,GetOnBoard,javascript,programming language
196655,40463,GetOnBoard,nodejs,programming language
196655,40463,GetOnBoard,java,programming language
196655,40463,GetOnBoard,c#,programming language
196682,40463,GetOnBoard,javascript,programming language
196688,40463,GetOnBoard,nodejs,programming language
196688,40463,GetOnBoard,java,programming language
196688,40463,GetOnBoard,c#,programming language
196715,40463,GetOnBoard,javascript,programming language
196721,40463,GetOnBoard,nodejs,programming language
196721,40463,GetOnBoard,java,programming language
196721,40463,GetOnBoard,c#,programming language
196748,40463,GetOnBoard,javascript,programming language
196754,40463,GetOnBoard,nodejs,programming language
196754,40463,GetOnBoard,java,programming language
196754,40463,GetOnBoard,c#,programming language
196781,40463,GetOnBoard,javascript,programming language
196787,40463,GetOnBoard,nodejs,programming language
196787,40463,GetOnBoard,java,programming language
196787,40463,GetOnBoard,c#,programming language
196814,40463,GetOnBoard,javascript,programming language
196820,40463,GetOnBoard,nodejs,programming language
196820,40463,GetOnBoard,java,programming language
196820,40463,GetOnBoard,c#,programming language
196847,40463,GetOnBoard,javascript,programming language
196853,40463,GetOnBoard,nodejs,programming language
196853,40463,GetOnBoard,java,programming language
196853,40463,GetOnBoard,c#,programming language
196880,40463,GetOnBoard,javascript,programming language
196886,40463,GetOnBoard,nodejs,programming language
196886,40463,GetOnBoard,java,programming language
196886,40463,GetOnBoard,c#,programming language
196913,40463,GetOnBoard,javascript,programming language
196919,40463,GetOnBoard,nodejs,programming language
196919,40463,GetOnBoard,java,programming language
196919,40463,GetOnBoard,c#,programming language
196946,40463,GetOnBoard,javascript,programming language
196952,40463,GetOnBoard,nodejs,programming language
196952,40463,GetOnBoard,java,programming language
196952,40463,GetOnBoard,c#,programming language
196979,40463,GetOnBoard,javascript,programming language
196985,40463,GetOnBoard,nodejs,programming language
196985,40463,GetOnBoard,java,programming language
196985,40463,GetOnBoard,c#,programming language
197012,40463,GetOnBoard,javascript,programming language
197018,40463,GetOnBoard,nodejs,programming language
197018,40463,GetOnBoard,java,programming language
197018,40463,GetOnBoard,c#,programming language
197046,40452,GetOnBoard,back-end,programming language
197047,40452,GetOnBoard,front-end,programming language
197051,40452,GetOnBoard,framework,programming language
197051,40452,GetOnBoard,languages,programming language
197070,40452,GetOnBoard,back-end,programming language
197071,40452,GetOnBoard,front-end,programming language
197075,40452,GetOnBoard,framework,programming language
197075,40452,GetOnBoard,languages,programming language
197096,40452,GetOnBoard,back-end,programming language
197097,40452,GetOnBoard,front-end,programming language
197101,40452,GetOnBoard,framework,programming language
197101,40452,GetOnBoard,languages,programming language
197120,40452,GetOnBoard,back-end,programming language
197121,40452,GetOnBoard,front-end,programming language
197125,40452,GetOnBoard,framework,programming language
197125,40452,GetOnBoard,languages,programming language
197146,40452,GetOnBoard,back-end,programming language
197147,40452,GetOnBoard,front-end,programming language
197151,40452,GetOnBoard,framework,programming language
197151,40452,GetOnBoard,languages,programming language
197170,40452,GetOnBoard,back-end,programming language
197171,40452,GetOnBoard,front-end,programming language
197175,40452,GetOnBoard,framework,programming language
197175,40452,GetOnBoard,languages,programming language
197196,40452,GetOnBoard,back-end,programming language
197197,40452,GetOnBoard,front-end,programming language
197201,40452,GetOnBoard,framework,programming language
197201,40452,GetOnBoard,languages,programming language
197220,40452,GetOnBoard,back-end,programming language
197221,40452,GetOnBoard,front-end,programming language
197225,40452,GetOnBoard,framework,programming language
197225,40452,GetOnBoard,languages,programming language
197246,40452,GetOnBoard,back-end,programming language
197247,40452,GetOnBoard,front-end,programming language
197251,40452,GetOnBoard,framework,programming language
197251,40452,GetOnBoard,languages,programming language
197270,40452,GetOnBoard,back-end,programming language
197271,40452,GetOnBoard,front-end,programming language
197275,40452,GetOnBoard,framework,programming language
197275,40452,GetOnBoard,languages,programming language
197296,40452,GetOnBoard,back-end,programming language
197297,40452,GetOnBoard,front-end,programming language
197301,40452,GetOnBoard,framework,programming language
197301,40452,GetOnBoard,languages,programming language
197320,40452,GetOnBoard,back-end,programming language
197321,40452,GetOnBoard,front-end,programming language
197325,40452,GetOnBoard,framework,programming language
197325,40452,GetOnBoard,languages,programming language
197346,40452,GetOnBoard,back-end,programming language
197347,40452,GetOnBoard,front-end,programming language
197351,40452,GetOnBoard,framework,programming language
197351,40452,GetOnBoard,languages,programming language
197370,40452,GetOnBoard,back-end,programming language
197371,40452,GetOnBoard,front-end,programming language
197375,40452,GetOnBoard,framework,programming language
197375,40452,GetOnBoard,languages,programming language
197396,40452,GetOnBoard,back-end,programming language
197397,40452,GetOnBoard,front-end,programming language
197401,40452,GetOnBoard,framework,programming language
197401,40452,GetOnBoard,languages,programming language
197420,40452,GetOnBoard,back-end,programming language
197421,40452,GetOnBoard,front-end,programming language
197425,40452,GetOnBoard,framework,programming language
197425,40452,GetOnBoard,languages,programming language
197451,1115793287,Laborum,golang,programming language
197476,1115793287,Laborum,golang,programming language
197501,1115793287,Laborum,golang,programming language
197526,1115793287,Laborum,golang,programming language
197551,1115793287,Laborum,golang,programming language
197576,1115793287,Laborum,golang,programming language
197601,1115793287,Laborum,golang,programming language
197626,1115793287,Laborum,golang,programming language
197651,1115793287,Laborum,golang,programming language
197676,1115793287,Laborum,golang,programming language
197701,1115793287,Laborum,golang,programming language
197726,1115793287,Laborum,golang,programming language
197751,1115793287,Laborum,golang,programming language
197776,1115793287,Laborum,golang,programming language
197801,1115793287,Laborum,golang,programming language
197826,1115793287,Laborum,golang,programming language
197846,40447,GetOnBoard,html,programming language
197846,40447,GetOnBoard,css,programming language
197847,40447,GetOnBoard,javascript,programming language
197853,40447,GetOnBoard,php,programming language
197854,40447,GetOnBoard,python,programming language
197870,1115793274,Laborum,.net,programming language
197871,1115793274,Laborum,sql,programming language
197872,1115793274,Laborum,html,programming language
197873,1115793274,Laborum,javascript,programming language
197874,1115793274,Laborum,css,programming language
197901,1115793272,Laborum,.net,programming language
197902,1115793272,Laborum,sql,programming language
197903,1115793272,Laborum,html,programming language
197904,1115793272,Laborum,javascript,programming language
197905,1115793272,Laborum,css,programming language
197913,1115793272,Laborum,css3,programming language
197914,1115793272,Laborum,javascript,programming language
197916,1115793272,Laborum,django,programming language
197917,1115793272,Laborum,wordpress,programming language
197918,1115793272,Laborum,php,programming language
198176,1115793251,Laborum,python,programming language
198177,1115793251,Laborum,php,programming language
198178,1115793251,Laborum,java,programming language
198179,1115793251,Laborum,javascript,programming language
198180,1115793251,Laborum,r,programming language
198181,1115793251,Laborum,sql,programming language
198182,1115793251,Laborum,mysql,programming language
198183,1115793251,Laborum,html,programming language
198184,1115793251,Laborum,ajax,programming language
198185,1115793251,Laborum,.net,programming language
198186,1115793251,Laborum,asterix,programming language
198187,1115793251,Laborum,c++,programming language
198223,1115793251,Laborum,python,programming language
198224,1115793251,Laborum,php,programming language
198225,1115793251,Laborum,java,programming language
198226,1115793251,Laborum,javascript,programming language
198227,1115793251,Laborum,r,programming language
198228,1115793251,Laborum,sql,programming language
198229,1115793251,Laborum,mysql,programming language
198230,1115793251,Laborum,html,programming language
198231,1115793251,Laborum,ajax,programming language
198232,1115793251,Laborum,.net,programming language
198233,1115793251,Laborum,asterix,programming language
198234,1115793251,Laborum,c++,programming language
198270,1115793251,Laborum,python,programming language
198271,1115793251,Laborum,php,programming language
198272,1115793251,Laborum,java,programming language
198273,1115793251,Laborum,javascript,programming language
198274,1115793251,Laborum,r,programming language
198275,1115793251,Laborum,sql,programming language
198276,1115793251,Laborum,mysql,programming language
198277,1115793251,Laborum,html,programming language
198278,1115793251,Laborum,ajax,programming language
198279,1115793251,Laborum,.net,programming language
198280,1115793251,Laborum,asterix,programming language
198281,1115793251,Laborum,c++,programming language
198317,1115793251,Laborum,python,programming language
198318,1115793251,Laborum,php,programming language
198319,1115793251,Laborum,java,programming language
198320,1115793251,Laborum,javascript,programming language
198321,1115793251,Laborum,r,programming language
198322,1115793251,Laborum,sql,programming language
198323,1115793251,Laborum,mysql,programming language
198324,1115793251,Laborum,html,programming language
198325,1115793251,Laborum,ajax,programming language
198326,1115793251,Laborum,.net,programming language
198327,1115793251,Laborum,asterix,programming language
198328,1115793251,Laborum,c++,programming language
198364,1115793251,Laborum,python,programming language
198365,1115793251,Laborum,php,programming language
198366,1115793251,Laborum,java,programming language
198367,1115793251,Laborum,javascript,programming language
198368,1115793251,Laborum,r,programming language
198369,1115793251,Laborum,sql,programming language
198370,1115793251,Laborum,mysql,programming language
198371,1115793251,Laborum,html,programming language
198372,1115793251,Laborum,ajax,programming language
198373,1115793251,Laborum,.net,programming language
198374,1115793251,Laborum,asterix,programming language
198375,1115793251,Laborum,c++,programming language
198411,1115793251,Laborum,python,programming language
198412,1115793251,Laborum,php,programming language
198413,1115793251,Laborum,java,programming language
198414,1115793251,Laborum,javascript,programming language
198415,1115793251,Laborum,r,programming language
198416,1115793251,Laborum,sql,programming language
198417,1115793251,Laborum,mysql,programming language
198418,1115793251,Laborum,html,programming language
198419,1115793251,Laborum,ajax,programming language
198420,1115793251,Laborum,.net,programming language
198421,1115793251,Laborum,asterix,programming language
198422,1115793251,Laborum,c++,programming language
198458,1115793251,Laborum,python,programming language
198459,1115793251,Laborum,php,programming language
198460,1115793251,Laborum,java,programming language
198461,1115793251,Laborum,javascript,programming language
198462,1115793251,Laborum,r,programming language
198463,1115793251,Laborum,sql,programming language
198464,1115793251,Laborum,mysql,programming language
198465,1115793251,Laborum,html,programming language
198466,1115793251,Laborum,ajax,programming language
198467,1115793251,Laborum,.net,programming language
198468,1115793251,Laborum,asterix,programming language
198469,1115793251,Laborum,c++,programming language
198505,1115793251,Laborum,python,programming language
198506,1115793251,Laborum,php,programming language
198507,1115793251,Laborum,java,programming language
198508,1115793251,Laborum,javascript,programming language
198509,1115793251,Laborum,r,programming language
198510,1115793251,Laborum,sql,programming language
198511,1115793251,Laborum,mysql,programming language
198512,1115793251,Laborum,html,programming language
198513,1115793251,Laborum,ajax,programming language
198514,1115793251,Laborum,.net,programming language
198515,1115793251,Laborum,asterix,programming language
198516,1115793251,Laborum,c++,programming language
198552,1115793251,Laborum,python,programming language
198553,1115793251,Laborum,php,programming language
198554,1115793251,Laborum,java,programming language
198555,1115793251,Laborum,javascript,programming language
198556,1115793251,Laborum,r,programming language
198557,1115793251,Laborum,sql,programming language
198558,1115793251,Laborum,mysql,programming language
198559,1115793251,Laborum,html,programming language
198560,1115793251,Laborum,ajax,programming language
198561,1115793251,Laborum,.net,programming language
198562,1115793251,Laborum,asterix,programming language
198563,1115793251,Laborum,c++,programming language
198599,1115793251,Laborum,python,programming language
198600,1115793251,Laborum,php,programming language
198601,1115793251,Laborum,java,programming language
198602,1115793251,Laborum,javascript,programming language
198603,1115793251,Laborum,r,programming language
198604,1115793251,Laborum,sql,programming language
198605,1115793251,Laborum,mysql,programming language
198606,1115793251,Laborum,html,programming language
198607,1115793251,Laborum,ajax,programming language
198608,1115793251,Laborum,.net,programming language
198609,1115793251,Laborum,asterix,programming language
198610,1115793251,Laborum,c++,programming language
198646,1115793251,Laborum,python,programming language
198647,1115793251,Laborum,php,programming language
198648,1115793251,Laborum,java,programming language
198649,1115793251,Laborum,javascript,programming language
198650,1115793251,Laborum,r,programming language
198651,1115793251,Laborum,sql,programming language
198652,1115793251,Laborum,mysql,programming language
198653,1115793251,Laborum,html,programming language
198654,1115793251,Laborum,ajax,programming language
198655,1115793251,Laborum,.net,programming language
198656,1115793251,Laborum,asterix,programming language
198657,1115793251,Laborum,c++,programming language
198693,1115793251,Laborum,python,programming language
198694,1115793251,Laborum,php,programming language
198695,1115793251,Laborum,java,programming language
198696,1115793251,Laborum,javascript,programming language
198697,1115793251,Laborum,r,programming language
198698,1115793251,Laborum,sql,programming language
198699,1115793251,Laborum,mysql,programming language
198700,1115793251,Laborum,html,programming language
198701,1115793251,Laborum,ajax,programming language
198702,1115793251,Laborum,.net,programming language
198703,1115793251,Laborum,asterix,programming language
198704,1115793251,Laborum,c++,programming language
198740,1115793251,Laborum,python,programming language
198741,1115793251,Laborum,php,programming language
198742,1115793251,Laborum,java,programming language
198743,1115793251,Laborum,javascript,programming language
198744,1115793251,Laborum,r,programming language
198745,1115793251,Laborum,sql,programming language
198746,1115793251,Laborum,mysql,programming language
198747,1115793251,Laborum,html,programming language
198748,1115793251,Laborum,ajax,programming language
198749,1115793251,Laborum,.net,programming language
198750,1115793251,Laborum,asterix,programming language
198751,1115793251,Laborum,c++,programming language
198787,1115793251,Laborum,python,programming language
198788,1115793251,Laborum,php,programming language
198789,1115793251,Laborum,java,programming language
198790,1115793251,Laborum,javascript,programming language
198791,1115793251,Laborum,r,programming language
198792,1115793251,Laborum,sql,programming language
198793,1115793251,Laborum,mysql,programming language
198794,1115793251,Laborum,html,programming language
198795,1115793251,Laborum,ajax,programming language
198796,1115793251,Laborum,.net,programming language
198797,1115793251,Laborum,asterix,programming language
198798,1115793251,Laborum,c++,programming language
198834,1115793251,Laborum,python,programming language
198835,1115793251,Laborum,php,programming language
198836,1115793251,Laborum,java,programming language
198837,1115793251,Laborum,javascript,programming language
198838,1115793251,Laborum,r,programming language
198839,1115793251,Laborum,sql,programming language
198840,1115793251,Laborum,mysql,programming language
198841,1115793251,Laborum,html,programming language
198842,1115793251,Laborum,ajax,programming language
198843,1115793251,Laborum,.net,programming language
198844,1115793251,Laborum,asterix,programming language
198845,1115793251,Laborum,c++,programming language
198881,1115793251,Laborum,python,programming language
198882,1115793251,Laborum,php,programming language
198883,1115793251,Laborum,java,programming language
198884,1115793251,Laborum,javascript,programming language
198885,1115793251,Laborum,r,programming language
198886,1115793251,Laborum,sql,programming language
198887,1115793251,Laborum,mysql,programming language
198888,1115793251,Laborum,html,programming language
198889,1115793251,Laborum,ajax,programming language
198890,1115793251,Laborum,.net,programming language
198891,1115793251,Laborum,asterix,programming language
198892,1115793251,Laborum,c++,programming language
198924,1115793245,Laborum,.net,programming language
198925,1115793245,Laborum,php,programming language
198926,1115793245,Laborum,java,programming language
198927,1115793245,Laborum,html,programming language
198936,40448,GetOnBoard,nodejs,programming language
198937,40448,GetOnBoard,java,programming language
198954,40448,GetOnBoard,nodejs,programming language
198955,40448,GetOnBoard,java,programming language
198972,40448,GetOnBoard,nodejs,programming language
198973,40448,GetOnBoard,java,programming language
198990,40448,GetOnBoard,nodejs,programming language
198991,40448,GetOnBoard,java,programming language
199008,40448,GetOnBoard,nodejs,programming language
199009,40448,GetOnBoard,java,programming language
199026,40448,GetOnBoard,nodejs,programming language
199027,40448,GetOnBoard,java,programming language
199044,40448,GetOnBoard,nodejs,programming language
199045,40448,GetOnBoard,java,programming language
199062,40448,GetOnBoard,nodejs,programming language
199063,40448,GetOnBoard,java,programming language
199080,40448,GetOnBoard,nodejs,programming language
199081,40448,GetOnBoard,java,programming language
199098,40448,GetOnBoard,nodejs,programming language
199099,40448,GetOnBoard,java,programming language
199116,40448,GetOnBoard,nodejs,programming language
199117,40448,GetOnBoard,java,programming language
199134,40448,GetOnBoard,nodejs,programming language
199135,40448,GetOnBoard,java,programming language
199152,40448,GetOnBoard,nodejs,programming language
199153,40448,GetOnBoard,java,programming language
199170,40448,GetOnBoard,nodejs,programming language
199171,40448,GetOnBoard,java,programming language
199188,40448,GetOnBoard,nodejs,programming language
199189,40448,GetOnBoard,java,programming language
199206,40448,GetOnBoard,nodejs,programming language
199207,40448,GetOnBoard,java,programming language
199294,1115793051,Laborum,html,programming language
199295,1115793051,Laborum,css,programming language
199296,1115793051,Laborum,php,programming language
199297,1115793051,Laborum,java,programming language
199298,1115793051,Laborum,javascript,programming language
199373,1115793051,Laborum,html,programming language
199374,1115793051,Laborum,css,programming language
199375,1115793051,Laborum,php,programming language
199376,1115793051,Laborum,java,programming language
199377,1115793051,Laborum,javascript,programming language
199452,1115793051,Laborum,html,programming language
199453,1115793051,Laborum,css,programming language
199454,1115793051,Laborum,php,programming language
199455,1115793051,Laborum,java,programming language
199456,1115793051,Laborum,javascript,programming language
199531,1115793051,Laborum,html,programming language
199532,1115793051,Laborum,css,programming language
199533,1115793051,Laborum,php,programming language
199534,1115793051,Laborum,java,programming language
199535,1115793051,Laborum,javascript,programming language
199610,1115793051,Laborum,html,programming language
199611,1115793051,Laborum,css,programming language
199612,1115793051,Laborum,php,programming language
199613,1115793051,Laborum,java,programming language
199614,1115793051,Laborum,javascript,programming language
199689,1115793051,Laborum,html,programming language
199690,1115793051,Laborum,css,programming language
199691,1115793051,Laborum,php,programming language
199692,1115793051,Laborum,java,programming language
199693,1115793051,Laborum,javascript,programming language
199768,1115793051,Laborum,html,programming language
199769,1115793051,Laborum,css,programming language
199770,1115793051,Laborum,php,programming language
199771,1115793051,Laborum,java,programming language
199772,1115793051,Laborum,javascript,programming language
199847,1115793051,Laborum,html,programming language
199848,1115793051,Laborum,css,programming language
199849,1115793051,Laborum,php,programming language
199850,1115793051,Laborum,java,programming language
199851,1115793051,Laborum,javascript,programming language
199963,40446,GetOnBoard,java,programming language
200039,40446,GetOnBoard,java,programming language
200115,40446,GetOnBoard,java,programming language
200191,40446,GetOnBoard,java,programming language
200254,1115799836,Laborum,javascript,programming language
200256,1115799836,Laborum,jquery,programming language
200261,1115799836,Laborum,php,programming language
200262,1115799836,Laborum,html,programming language
200263,1115799836,Laborum,css,programming language
200329,1115799836,Laborum,javascript,programming language
200331,1115799836,Laborum,jquery,programming language
200336,1115799836,Laborum,php,programming language
200337,1115799836,Laborum,html,programming language
200338,1115799836,Laborum,css,programming language
200404,1115799836,Laborum,javascript,programming language
200406,1115799836,Laborum,jquery,programming language
200411,1115799836,Laborum,php,programming language
200412,1115799836,Laborum,html,programming language
200413,1115799836,Laborum,css,programming language
200479,1115799836,Laborum,javascript,programming language
200481,1115799836,Laborum,jquery,programming language
200486,1115799836,Laborum,php,programming language
200487,1115799836,Laborum,html,programming language
200488,1115799836,Laborum,css,programming language
200554,1115799836,Laborum,javascript,programming language
200556,1115799836,Laborum,jquery,programming language
200561,1115799836,Laborum,php,programming language
200562,1115799836,Laborum,html,programming language
200563,1115799836,Laborum,css,programming language
200629,1115799836,Laborum,javascript,programming language
200631,1115799836,Laborum,jquery,programming language
200636,1115799836,Laborum,php,programming language
200637,1115799836,Laborum,html,programming language
200638,1115799836,Laborum,css,programming language
200704,1115799836,Laborum,javascript,programming language
200706,1115799836,Laborum,jquery,programming language
200711,1115799836,Laborum,php,programming language
200712,1115799836,Laborum,html,programming language
200713,1115799836,Laborum,css,programming language
200779,1115799836,Laborum,javascript,programming language
200781,1115799836,Laborum,jquery,programming language
200786,1115799836,Laborum,php,programming language
200787,1115799836,Laborum,html,programming language
200788,1115799836,Laborum,css,programming language
200802,40404,GetOnBoard,phyton,programming language
201314,1115799697,Laborum,pwa under ionic and,programming language
201314,1115799697,Laborum,or angular,programming language
201315,1115799697,Laborum,html5,programming language
201316,1115799697,Laborum,css3,programming language
201317,1115799697,Laborum,javascript,programming language
201318,1115799697,Laborum,bootstrap,programming language
201319,1115799697,Laborum,nodejs,programming language
201320,1115799697,Laborum,nest.js,programming language
201324,1115799697,Laborum,c#,programming language
201325,1115799697,Laborum,.net framework,programming language
201326,1115799697,Laborum,.net,programming language
201327,1115799697,Laborum,python,programming language
201328,1115799697,Laborum,sql server,programming language
201329,1115799697,Laborum,oracle,programming language
201330,1115799697,Laborum,redis,programming language
201331,1115799697,Laborum,elasticsearch,programming language
201332,1115799697,Laborum,firestore,programming language
201333,1115799697,Laborum,mongodb,programming language
201334,1115799697,Laborum,bigquery,programming language
201335,1115799697,Laborum,sap iq,programming language
201346,40445,GetOnBoard,javascript,programming language
201346,40445,GetOnBoard,typescript,programming language
201370,40367,GetOnBoard,c#,programming language
201371,40367,GetOnBoard,.net,programming language
201398,1115799643,Laborum,angular.js,programming language
201400,1115799643,Laborum,javascript,programming language
201408,1115799643,Laborum,typescript,programming language
201432,1115799631,Laborum,.net,programming language
201434,1115799631,Laborum,mvc,programming language
201436,1115799631,Laborum,json,programming language
201437,1115799631,Laborum,soap,programming language
201439,1115799631,Laborum,html,programming language
201460,40409,GetOnBoard,javascript,programming language
201460,40409,GetOnBoard,es7+,programming language
201491,1115799432,Laborum,groovy,programming language
201498,1115799432,Laborum,oracle,programming language
201542,1115799302,Laborum,java,programming language
201578,1115799302,Laborum,java,programming language
201614,1115799302,Laborum,java,programming language
